         5262144 function calls (5254790 primitive calls) in 3.039 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:359(getMessage)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:119(getLevelName)
       15    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\fnmatch.py:80(translate)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        9    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:806(filter)
        6    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\profile_embedding_pipeline.py:118(profile_function)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:437(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:868(_parse_flags)
       13    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:169(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:219(_acquireLock)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:1430(current_thread)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:1129(name)
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:516(_get_charset_prefix)
       12    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\ntpath.py:35(_get_bothseps)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:228(_releaseLock)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        9    0.000    0.000    0.000    0.000 {method 'is_symlink' of 'nt.DirEntry' objects}
        3    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\types.py:176(__get__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1710(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\multiprocessing\process.py:37(current_process)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\multiprocessing\process.py:189(name)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\profile_embedding_pipeline.py:79(start_monitoring)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\profile_embedding_pipeline.py:84(stop_monitoring)
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\enum.py:801(value)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\pathlib.py:43(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}


