         7681 function calls (7665 primitive calls) in 0.470 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:167(colour)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:1147(__del__)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:1153(_comparable)
        4    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\utils.py:112(__format__)
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:226(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\_weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\backend\rag_pipeline.py:578(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:1183(daemon)
        5    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:782(_newname)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\profile_embedding_pipeline.py:79(start_monitoring)
        4    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:553(is_set)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\utils.py:139(__getattr__)
        3    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD4E443920}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:149(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:163(colour)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\threading.py:1198(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:153(__exit__)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:225(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:400(__get_result)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\thread.py:47(__init__)
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:116(create_mp_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\utils.py:282(_screen_shape_wrapper)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\profile_embedding_pipeline.py:84(stop_monitoring)
        1    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss_avx2.swig_ptr}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\numpy\_core\multiarray.py:180(concatenate)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\numpy\_core\shape_base.py:76(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:1135(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\_base.py:645(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Rando\Workspaces\gnosis-rag\venv\lib\site-packages\tqdm\std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}


